LoanID,Age,Income,LoanAmount,CreditScore,InterestRate,DTIRatio,Risk_Category,DefaultStatus,Income_Segment,Loan_Size_Category,Customer_Age_Group,Compliance_Status
TM1JYKMGPC,34,50507.00,215386.00,553,13.72,0.54,"Low Risk",0,"Middle Income","Large Loan","Middle Age Customers",Compliant
BIJ33RK9UP,22,60971.00,230813.00,818,8.07,0.32,"Low Risk",0,"Middle Income","Large Loan","Young Customers",Compliant
WU1IYZ7N2J,48,61663.00,63615.00,529,12.68,0.42,"Medium Risk",0,"Middle Income","Medium Loan","Middle Age Customers",Compliant
WRQCZFXM3D,22,85916.00,116026.00,365,12.67,0.15,"Low Risk",0,"High Income","Medium Loan","Young Customers","Policy Exception"
MXJ3CYE2KL,55,64817.00,110040.00,713,8.86,0.77,"Low Risk",0,"Middle Income","Medium Loan","Senior Customers",Compliant
7C2BCFZDVJ,20,123797.00,61278.00,507,7.10,0.73,"Low Risk",1,"High Income","Medium Loan","Young Customers",Compliant
QNSVR3LAH5,40,98903.00,158273.00,384,6.98,0.69,"High Risk",0,"High Income","Large Loan","Middle Age Customers","Policy Exception"
WTJD24BS9Q,54,126649.00,6974.00,776,16.64,0.17,"Low Risk",0,"High Income","Small Loan","Senior Customers",Compliant
JFBGM2AAM1,54,55006.00,131307.00,738,12.50,0.41,"Low Risk",0,"Middle Income","Medium Loan","Senior Customers",Compliant
KZRM5KJGIF,27,147407.00,118919.00,709,7.07,0.47,"Low Risk",0,"High Income","Medium Loan","Young Customers",Compliant
LJSA4K5H5N,27,22526.00,113973.00,363,7.13,0.54,"High Risk",0,"Low Income","Medium Loan","Young Customers","Policy Exception"
KNKGIES0K8,36,49690.00,122050.00,409,10.09,0.48,"Low Risk",1,"Middle Income","Medium Loan","Middle Age Customers","Policy Exception"
3Y0CCVARYP,34,18806.00,91313.00,510,4.71,0.77,"Low Risk",0,"Low Income","Medium Loan","Middle Age Customers",Compliant
CWGNVHVQB2,38,32950.00,212861.00,727,13.42,0.83,"Low Risk",0,"Middle Income","Large Loan","Middle Age Customers",Compliant
Y9K72ZBBLE,31,17909.00,120897.00,694,23.73,0.85,"Low Risk",1,"Low Income","Medium Loan","Middle Age Customers",Compliant
F15446REVP,26,121521.00,74913.00,423,9.84,0.26,"Low Risk",0,"High Income","Medium Loan","Young Customers",Compliant
T6G55LUJX0,63,34543.00,246500.00,450,14.44,0.66,"High Risk",0,"Middle Income","Large Loan","Senior Customers","Policy Exception"
BPG6VNEA0H,18,33522.00,42965.00,540,17.38,0.16,"Low Risk",0,"Middle Income","Small Loan","Young Customers",Compliant
CUOI243XCI,68,85725.00,10203.00,704,20.82,0.16,"Low Risk",0,"High Income","Small Loan","Senior Customers",Compliant
7UVPYLN1L1,62,24165.00,98173.00,836,2.68,0.23,"Low Risk",0,"Low Income","Medium Loan","Senior Customers",Compliant
00XCUCQHRO,30,29979.00,116667.00,783,5.55,0.80,"Low Risk",0,"Low Income","Medium Loan","Middle Age Customers",Compliant
JJATNATR17,21,27533.00,205199.00,507,9.79,0.77,"Low Risk",1,"Low Income","Large Loan","Young Customers",Compliant
IBJ0DV40R3,18,106233.00,64719.00,647,14.09,0.58,"Low Risk",0,"High Income","Medium Loan","Young Customers",Compliant
B2V7RV8XVW,66,105399.00,194713.00,428,9.91,0.26,"Low Risk",0,"High Income","Large Loan","Senior Customers","Policy Exception"
CYRPL3ZRLZ,57,51459.00,172290.00,328,5.41,0.46,"Low Risk",0,"Middle Income","Large Loan","Senior Customers","Policy Exception"
0IGJ9C9Y85,49,18026.00,167577.00,690,13.27,0.10,"Low Risk",0,"Low Income","Large Loan","Middle Age Customers",Compliant
VVH2SRSBMM,51,27932.00,234069.00,785,21.89,0.61,"Low Risk",0,"Low Income","Large Loan","Senior Customers",Compliant
NPMI355AXQ,45,122415.00,53027.00,462,24.14,0.77,"High Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
3R4NFM7764,48,96537.00,182052.00,539,19.36,0.21,"Low Risk",0,"High Income","Large Loan","Middle Age Customers",Compliant
JCCHSAXEH1,25,71570.00,185526.00,531,16.10,0.57,"Low Risk",0,"High Income","Large Loan","Young Customers",Compliant
E89SKDOFV1,56,130150.00,97042.00,519,13.35,0.79,"Low Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
G6JZDSMIP2,43,25940.00,123512.00,849,19.77,0.54,"Low Risk",0,"Low Income","Medium Loan","Middle Age Customers",Compliant
3M197HUJGU,51,148429.00,23289.00,603,9.92,0.79,"Low Risk",0,"High Income","Small Loan","Senior Customers",Compliant
BXW370X5JB,20,124823.00,151232.00,416,24.32,0.17,"Low Risk",1,"High Income","Large Loan","Young Customers","Policy Exception"
04WX2OZWL2,67,81752.00,164618.00,718,3.76,0.45,"Low Risk",0,"High Income","Large Loan","Senior Customers",Compliant
OPIKDZAV2B,29,64941.00,200048.00,497,24.47,0.34,"Low Risk",1,"Middle Income","Large Loan","Young Customers","Policy Exception"
Y60WAGDF8J,18,65143.00,106510.00,591,23.29,0.28,"Low Risk",1,"Middle Income","Medium Loan","Young Customers",Compliant
41T18LH91R,61,61728.00,170894.00,350,20.53,0.80,"High Risk",0,"Middle Income","Large Loan","Senior Customers","Policy Exception"
HQVCXRLLPX,22,31338.00,49030.00,756,6.62,0.70,"Low Risk",0,"Middle Income","Small Loan","Young Customers",Compliant
WPL4G6BWTM,47,130736.00,106283.00,806,24.03,0.80,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
57OH00PNFV,47,132650.00,19145.00,425,22.29,0.59,"High Risk",0,"High Income","Small Loan","Middle Age Customers",Compliant
TJU8TQJV15,34,72252.00,162861.00,314,12.53,0.49,"Low Risk",0,"High Income","Large Loan","Middle Age Customers","Policy Exception"
TWTM4VH7AZ,65,65900.00,228830.00,771,9.22,0.67,"Low Risk",0,"Middle Income","Large Loan","Senior Customers",Compliant
QUF1SUGQY3,64,68381.00,74812.00,567,17.60,0.65,"Low Risk",0,"Middle Income","Medium Loan","Senior Customers",Compliant
D18MVIJHEV,40,120344.00,56710.00,717,7.36,0.16,"Low Risk",1,"High Income","Medium Loan","Middle Age Customers",Compliant
5TASA7ODWK,32,97286.00,195075.00,743,11.91,0.79,"Low Risk",0,"High Income","Large Loan","Middle Age Customers",Compliant
IJ0POC7RU5,54,63152.00,236760.00,381,17.87,0.37,"Low Risk",0,"Middle Income","Large Loan","Senior Customers","Policy Exception"
TPDDR5A5RU,38,49480.00,150173.00,630,17.59,0.45,"Medium Risk",0,"Middle Income","Large Loan","Middle Age Customers",Compliant
W4WU1VCZ05,31,16294.00,76789.00,566,18.68,0.59,"Low Risk",1,"Low Income","Medium Loan","Middle Age Customers",Compliant
IW7RWOQ6LX,19,67326.00,9610.00,644,22.40,0.31,"Medium Risk",0,"Middle Income","Small Loan","Young Customers",Compliant
DZYNJXPC2S,28,56921.00,174949.00,627,20.98,0.54,"Low Risk",1,"Middle Income","Large Loan","Young Customers",Compliant
01LICMLDD1,68,45048.00,55880.00,570,2.70,0.65,"Low Risk",0,"Middle Income","Medium Loan","Senior Customers",Compliant
4AXJVR88K6,56,112902.00,90851.00,695,9.83,0.58,"Low Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
GZQLWF1W7M,55,147049.00,63786.00,635,11.23,0.60,"Low Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
5KQIH586TO,51,120208.00,52698.00,604,17.07,0.80,"Low Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
VSPUV00Q8C,55,145443.00,5695.00,549,2.70,0.66,"Low Risk",0,"High Income","Small Loan","Senior Customers",Compliant
X0YBD89HON,67,64624.00,115536.00,593,16.93,0.42,"Medium Risk",0,"Middle Income","Medium Loan","Senior Customers",Compliant
U5XT9KI5TZ,51,57092.00,228547.00,376,7.63,0.75,"High Risk",0,"Middle Income","Large Loan","Senior Customers","Policy Exception"
ARP38C897J,35,132208.00,98136.00,473,18.36,0.21,"Low Risk",1,"High Income","Medium Loan","Middle Age Customers",Compliant
TNTUTKPAVM,47,19313.00,202375.00,455,22.27,0.28,"Low Risk",0,"Low Income","Large Loan","Middle Age Customers","Policy Exception"
FHXQGYUL5Y,32,15584.00,158198.00,616,23.36,0.80,"Low Risk",1,"Low Income","Large Loan","Middle Age Customers",Compliant
WAGPWAVMXF,44,74635.00,236357.00,810,11.81,0.82,"Low Risk",0,"High Income","Large Loan","Middle Age Customers",Compliant
GNVVB6JG9N,68,102833.00,190723.00,381,23.06,0.10,"Low Risk",0,"High Income","Large Loan","Senior Customers","Policy Exception"
NI8RVVRXNV,51,38174.00,89629.00,809,16.99,0.45,"Low Risk",0,"Middle Income","Medium Loan","Senior Customers",Compliant
7BX8VIMBQH,69,50383.00,191163.00,527,22.12,0.25,"Low Risk",0,"Middle Income","Large Loan","Senior Customers",Compliant
93ONS23O5Y,55,144850.00,181736.00,701,9.24,0.82,"Low Risk",0,"High Income","Large Loan","Senior Customers",Compliant
W4NA5AIAFK,50,124259.00,156838.00,530,7.82,0.80,"Low Risk",0,"High Income","Large Loan","Middle Age Customers",Compliant
IK81SLGAUS,41,105153.00,218518.00,739,15.70,0.62,"Low Risk",1,"High Income","Large Loan","Middle Age Customers",Compliant
B50ERLVGZQ,32,148189.00,205917.00,398,22.45,0.26,"Low Risk",1,"High Income","Large Loan","Middle Age Customers","Policy Exception"
VDMB36J68B,47,20253.00,14928.00,834,7.67,0.41,"Low Risk",0,"Low Income","Small Loan","Middle Age Customers",Compliant
Z3289L2NYM,59,25036.00,196514.00,496,13.54,0.21,"Low Risk",0,"Low Income","Large Loan","Senior Customers","Policy Exception"
9KXE58IPJ6,68,101582.00,220697.00,563,18.27,0.39,"Medium Risk",0,"High Income","Large Loan","Senior Customers",Compliant
SUTUBHPG0W,34,113965.00,38225.00,535,19.90,0.75,"Low Risk",0,"High Income","Small Loan","Middle Age Customers",Compliant
U5CVH2QNKD,22,43612.00,13481.00,630,24.46,0.41,"Medium Risk",0,"Middle Income","Small Loan","Young Customers",Compliant
1OQ59IHI7R,46,78172.00,238537.00,565,9.98,0.47,"Medium Risk",0,"High Income","Large Loan","Middle Age Customers",Compliant
KTZ2WEQIAF,21,22313.00,70105.00,761,24.79,0.33,"Low Risk",0,"Low Income","Medium Loan","Young Customers",Compliant
05U857DCS0,27,32512.00,249656.00,694,5.88,0.65,"Low Risk",0,"Middle Income","Large Loan","Young Customers",Compliant
GBDI7BJKRQ,34,55207.00,85918.00,598,15.83,0.41,"Medium Risk",0,"Middle Income","Medium Loan","Middle Age Customers",Compliant
4JDPFDEGAA,27,83958.00,81253.00,648,3.29,0.36,"Medium Risk",0,"High Income","Medium Loan","Young Customers",Compliant
BNYXKSSZ9G,34,75241.00,191776.00,757,20.52,0.84,"Low Risk",0,"High Income","Large Loan","Middle Age Customers",Compliant
EUEZ77NDQU,37,144295.00,52486.00,664,23.02,0.26,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
TRSSWS586N,41,121235.00,237736.00,467,17.43,0.29,"Low Risk",0,"High Income","Large Loan","Middle Age Customers","Policy Exception"
35A5JXBRRS,22,33703.00,191417.00,580,14.85,0.69,"Low Risk",1,"Middle Income","Large Loan","Young Customers",Compliant
PF5NNK7L8B,51,118540.00,113482.00,482,21.58,0.54,"High Risk",1,"High Income","Medium Loan","Senior Customers","Policy Exception"
UKANRJBY7U,23,33293.00,128401.00,599,16.05,0.21,"Low Risk",0,"Middle Income","Medium Loan","Young Customers",Compliant
JSTGB8GFBM,19,20140.00,10218.00,466,21.57,0.48,"Low Risk",0,"Low Income","Small Loan","Young Customers",Compliant
AKYVU3LVY1,30,82135.00,199508.00,369,4.92,0.85,"High Risk",0,"High Income","Large Loan","Middle Age Customers","Policy Exception"
8Z61WNMZ9C,60,71107.00,110862.00,714,15.34,0.21,"Low Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
TXUG8OPZAG,60,138556.00,125596.00,394,24.77,0.21,"Low Risk",0,"High Income","Medium Loan","Senior Customers","Policy Exception"
K6OD3IYNVI,65,78317.00,132560.00,493,5.26,0.67,"High Risk",0,"High Income","Medium Loan","Senior Customers","Policy Exception"
LYZLWQT4EV,28,138315.00,199456.00,660,23.08,0.28,"Low Risk",0,"High Income","Large Loan","Young Customers",Compliant
HE4UUXS8QC,68,69465.00,25216.00,630,23.00,0.29,"Low Risk",0,"Middle Income","Small Loan","Senior Customers",Compliant
F5C0EHO7IE,64,43183.00,16810.00,730,7.73,0.32,"Low Risk",0,"Middle Income","Small Loan","Senior Customers",Compliant
MW8V9J1VWK,40,133009.00,98993.00,714,18.66,0.32,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
H22RS6N25R,33,21547.00,231309.00,450,22.27,0.62,"High Risk",1,"Low Income","Large Loan","Middle Age Customers","Policy Exception"
QB5DYXAWI1,48,106736.00,9741.00,739,9.46,0.58,"Low Risk",0,"High Income","Small Loan","Middle Age Customers",Compliant
CFGL5OSWUS,28,83296.00,33184.00,760,22.87,0.37,"Low Risk",1,"High Income","Small Loan","Young Customers",Compliant
L0NZHHGH57,33,72730.00,99840.00,573,24.43,0.18,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
7XYH679AJD,25,69824.00,94071.00,352,2.88,0.71,"High Risk",0,"Middle Income","Medium Loan","Young Customers",Compliant
U23XOGDV2W,21,122350.00,214060.00,682,20.48,0.63,"Low Risk",0,"High Income","Large Loan","Young Customers",Compliant
HK92S2CBH3,57,33731.00,176184.00,385,9.10,0.48,"Low Risk",0,"Middle Income","Large Loan","Senior Customers","Policy Exception"
5XXHTZ4ZMD,21,123946.00,5968.00,399,10.28,0.56,"High Risk",0,"High Income","Small Loan","Young Customers",Compliant
GSQYTWXI7E,42,140684.00,181767.00,736,18.49,0.27,"Low Risk",0,"High Income","Large Loan","Middle Age Customers",Compliant
QQC3LWLAKQ,20,61238.00,44100.00,317,11.57,0.58,"High Risk",0,"Middle Income","Small Loan","Young Customers",Compliant
88GUR65LU1,49,132905.00,123435.00,701,5.57,0.37,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
VZCEZ9VCCZ,20,24864.00,137694.00,467,12.24,0.81,"High Risk",0,"Low Income","Medium Loan","Young Customers","Policy Exception"
QTBYVOZRMY,44,149366.00,44195.00,699,24.77,0.79,"Low Risk",0,"High Income","Small Loan","Middle Age Customers",Compliant
UFSF5UJXDG,46,58666.00,41878.00,845,17.14,0.64,"Low Risk",0,"Middle Income","Small Loan","Middle Age Customers",Compliant
GLCSAMG5XY,49,29557.00,126735.00,390,22.37,0.39,"Low Risk",0,"Low Income","Medium Loan","Middle Age Customers","Policy Exception"
TUBKRR1D19,67,116735.00,224636.00,424,12.11,0.47,"Low Risk",0,"High Income","Large Loan","Senior Customers","Policy Exception"
0L3UWPQ1D6,68,20962.00,164201.00,576,19.74,0.19,"Low Risk",0,"Low Income","Large Loan","Senior Customers",Compliant
R4U2GUM4UO,36,80265.00,171786.00,482,15.80,0.71,"High Risk",0,"High Income","Large Loan","Middle Age Customers","Policy Exception"
U64QW87XLT,38,69016.00,151210.00,438,20.11,0.34,"Low Risk",1,"Middle Income","Large Loan","Middle Age Customers","Policy Exception"
XD9XA3FKOB,22,109858.00,221600.00,835,12.61,0.82,"Low Risk",0,"High Income","Large Loan","Young Customers",Compliant
QDJQ38SRP2,35,118877.00,95683.00,694,15.94,0.15,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
C95SZGL3IT,45,55607.00,191450.00,376,13.83,0.83,"High Risk",0,"Middle Income","Large Loan","Middle Age Customers","Policy Exception"
TA7TWPG881,59,49762.00,66507.00,414,23.57,0.84,"High Risk",0,"Middle Income","Medium Loan","Senior Customers",Compliant
26D7CJAFUH,39,50518.00,136883.00,525,10.88,0.64,"Low Risk",0,"Middle Income","Medium Loan","Middle Age Customers",Compliant
KCRIIZ3NZC,38,104841.00,50014.00,764,16.32,0.48,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
IL0M8DLX30,23,30563.00,66027.00,594,23.36,0.88,"Low Risk",0,"Middle Income","Medium Loan","Young Customers",Compliant
H6ZC6DCOET,18,127555.00,148097.00,374,22.50,0.73,"High Risk",1,"High Income","Medium Loan","Young Customers","Policy Exception"
CCBLKWDS4N,22,146381.00,77749.00,641,10.63,0.36,"Medium Risk",1,"High Income","Medium Loan","Young Customers",Compliant
5FLLJ9MA24,58,99787.00,144128.00,823,24.02,0.56,"Low Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
K6FL1D23A6,29,69834.00,196763.00,356,24.10,0.71,"High Risk",0,"Middle Income","Large Loan","Young Customers","Policy Exception"
C4SAB17P6K,43,63150.00,98444.00,478,3.73,0.34,"Low Risk",0,"Middle Income","Medium Loan","Middle Age Customers",Compliant
NGELKTKQN7,63,143137.00,173110.00,371,22.77,0.72,"High Risk",0,"High Income","Large Loan","Senior Customers","Policy Exception"
L1SS1M1C1H,51,22381.00,115217.00,506,17.13,0.45,"Medium Risk",0,"Low Income","Medium Loan","Senior Customers",Compliant
97PY5SUM4K,66,112670.00,199404.00,511,22.93,0.15,"Low Risk",0,"High Income","Large Loan","Senior Customers",Compliant
LJUAT6TT18,31,52779.00,173822.00,557,16.41,0.22,"Low Risk",0,"Middle Income","Large Loan","Middle Age Customers",Compliant
4TOAWMTB3W,43,86693.00,58503.00,471,24.09,0.12,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
YPCCAMUZ7I,62,53695.00,173530.00,422,22.23,0.73,"High Risk",0,"Middle Income","Large Loan","Senior Customers","Policy Exception"
CT7W5H7FJA,44,40867.00,30539.00,441,21.04,0.12,"Low Risk",0,"Middle Income","Small Loan","Middle Age Customers",Compliant
0ACA4XMUOH,26,102712.00,109976.00,713,24.67,0.23,"Low Risk",0,"High Income","Medium Loan","Young Customers",Compliant
YHIPNYCDE4,43,108864.00,235310.00,421,21.62,0.28,"Low Risk",0,"High Income","Large Loan","Middle Age Customers","Policy Exception"
KJPHLYHG9I,64,136859.00,247227.00,541,18.50,0.50,"Medium Risk",0,"High Income","Large Loan","Senior Customers",Compliant
6XBWS72G1J,39,70426.00,249482.00,677,20.33,0.76,"Low Risk",0,"High Income","Large Loan","Middle Age Customers",Compliant
8M9NOWLAWF,64,59084.00,219628.00,431,17.90,0.11,"Low Risk",0,"Middle Income","Large Loan","Senior Customers","Policy Exception"
FVETMCYGAN,47,125385.00,100265.00,458,20.73,0.21,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers","Policy Exception"
WOLETEP5SP,60,125630.00,12382.00,548,22.80,0.12,"Low Risk",0,"High Income","Small Loan","Senior Customers",Compliant
9N1I4RXD0A,65,90313.00,174679.00,595,21.85,0.34,"Medium Risk",0,"High Income","Large Loan","Senior Customers",Compliant
8KG6Q65Z4M,34,118316.00,22619.00,623,8.25,0.17,"Low Risk",0,"High Income","Small Loan","Middle Age Customers",Compliant
74AC1WB4AV,43,56892.00,65135.00,477,16.63,0.68,"High Risk",0,"Middle Income","Medium Loan","Middle Age Customers",Compliant
BKYD9MM52R,53,38685.00,186656.00,638,4.06,0.63,"Low Risk",0,"Middle Income","Large Loan","Senior Customers",Compliant
JM6KOYY3CA,18,51615.00,112648.00,615,23.78,0.88,"Low Risk",0,"Middle Income","Medium Loan","Young Customers",Compliant
9B94S2MLMR,25,120331.00,170081.00,475,6.35,0.82,"High Risk",0,"High Income","Large Loan","Young Customers","Policy Exception"
Q6DS4YPRER,66,136702.00,174093.00,555,14.31,0.79,"Low Risk",0,"High Income","Large Loan","Senior Customers",Compliant
P63YAV7QEC,52,128455.00,206465.00,651,16.01,0.73,"Low Risk",0,"High Income","Large Loan","Senior Customers",Compliant
G2SGBKLL2E,69,141746.00,227456.00,333,4.43,0.78,"High Risk",0,"High Income","Large Loan","Senior Customers","Policy Exception"
QDP23VRT1B,32,16146.00,124336.00,570,13.64,0.22,"Low Risk",0,"Low Income","Medium Loan","Middle Age Customers",Compliant
6EWW4DM0UV,64,59709.00,235023.00,849,17.76,0.61,"Low Risk",0,"Middle Income","Large Loan","Senior Customers",Compliant
R915XIQXGY,39,26296.00,159406.00,447,3.19,0.61,"High Risk",1,"Low Income","Large Loan","Middle Age Customers","Policy Exception"
VH4ILD12SW,31,17216.00,151972.00,364,11.33,0.41,"Low Risk",1,"Low Income","Large Loan","Middle Age Customers","Policy Exception"
DU8Z16SPNZ,43,49123.00,114363.00,687,23.89,0.74,"Low Risk",1,"Middle Income","Medium Loan","Middle Age Customers",Compliant
KQ521RXUJZ,45,80452.00,219611.00,442,22.58,0.43,"Low Risk",0,"High Income","Large Loan","Middle Age Customers","Policy Exception"
NXL0FXOQRY,40,131033.00,242889.00,423,3.01,0.46,"Low Risk",0,"High Income","Large Loan","Middle Age Customers","Policy Exception"
7DXUPSO4JM,31,91547.00,145544.00,670,9.00,0.81,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
O4M0J3XI6Z,41,18715.00,77341.00,702,21.32,0.51,"Low Risk",0,"Low Income","Medium Loan","Middle Age Customers",Compliant
8KWCX5NJ56,19,123823.00,33914.00,596,3.54,0.48,"Medium Risk",0,"High Income","Small Loan","Young Customers",Compliant
WLCCT0Y727,62,135066.00,154293.00,569,6.26,0.46,"Medium Risk",0,"High Income","Large Loan","Senior Customers",Compliant
JEA6ZNY0ZL,43,128575.00,16830.00,482,18.05,0.90,"High Risk",0,"High Income","Small Loan","Middle Age Customers",Compliant
7PI14IVBRQ,31,64116.00,99949.00,328,17.60,0.62,"High Risk",1,"Middle Income","Medium Loan","Middle Age Customers",Compliant
2VXY9172WV,68,51648.00,96057.00,677,16.60,0.41,"Medium Risk",0,"Middle Income","Medium Loan","Senior Customers",Compliant
FB1H6BWKKT,24,20695.00,143088.00,695,3.51,0.60,"Low Risk",0,"Low Income","Medium Loan","Young Customers",Compliant
RYVI9GCE59,20,124106.00,190242.00,775,11.06,0.53,"Low Risk",0,"High Income","Large Loan","Young Customers",Compliant
JD9QS4FGHL,64,65658.00,64576.00,335,18.33,0.86,"High Risk",0,"Middle Income","Medium Loan","Senior Customers",Compliant
4LG2JZC9IB,40,69040.00,175583.00,654,17.62,0.10,"Low Risk",0,"Middle Income","Large Loan","Middle Age Customers",Compliant
5661017KFL,63,70285.00,189741.00,636,16.04,0.41,"Medium Risk",0,"High Income","Large Loan","Senior Customers",Compliant
31SJTMWFCT,60,87805.00,124827.00,842,9.11,0.66,"Low Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
R738Q1I3JW,64,129745.00,214172.00,843,9.00,0.59,"Low Risk",0,"High Income","Large Loan","Senior Customers",Compliant
2A7OI5RIMX,62,58712.00,188494.00,700,10.62,0.78,"Low Risk",0,"Middle Income","Large Loan","Senior Customers",Compliant
HUO1LPG2Q3,35,108703.00,44268.00,604,3.94,0.36,"Medium Risk",0,"High Income","Small Loan","Middle Age Customers",Compliant
04ZFSPHW91,55,146660.00,223015.00,737,7.67,0.61,"Low Risk",0,"High Income","Large Loan","Senior Customers",Compliant
